label_dod_occ_code,label_industry,y1_emp,y5_emp,y10_emp,y1_p25_earnings,y5_p25_earnings,y10_p25_earnings,y1_p50_earnings,y5_p50_earnings,y10_p50_earnings,y1_p75_earnings,y5_p75_earnings,y10_p75_earnings
"Functional Support and
Administration",Transportation and Warehousing,0.43201133144475923,0.31320103537532357,0.16546205472379968,0.20194327731092443,0.23464182745619866,0.29947460595446584,0.21614771904417085,0.25456778750191916,0.29528985507246375,0.2333090909090909,0.2736829671627687,0.2845597104945718
"Functional Support and
Administration",Information,0.6960744637798463,0.5573770491803278,0.38358286009292725,0.24684873949579833,0.28454202705699705,0.353984238178634,0.24275887038377986,0.27498848456932284,0.3375603864734299,0.2490181818181818,0.28124261752893925,0.29143546441495777
"Functional Support and
Administration",Finance and Insurance,0.3415621205989478,0.2635893011216566,0.16339700567888488,0.26129201680672276,0.26990463517409624,0.3126094570928196,0.2659304851556843,0.25855980346998314,0.32382246376811596,0.2685090909090909,0.2557287975431137,0.27575392038600727
"Functional Support and
Administration",Real Estate and Rental and Leasing,0.7583974099554837,0.5172562553925798,0.28213732576148687,0.1003151260504202,0.09092925260589929,0.12215411558668998,0.09703113685734971,0.11300475971134655,0.15157004830917875,0.11199999999999999,0.1366643042759273,0.13124246079613994
"Functional Support and
Administration",Management of Companies and Enterprises,0.10137596114933226,0.10289042277825713,0.06659783169850284,0.26129201680672276,0.3275670880461299,0.4524956217162872,0.29380883417813175,0.3138338707200982,0.43614130434782605,0.31403636363636367,0.3417198204583038,0.4331724969843184
"Functional Support and
Administration",Educational Services,0.09712666936462971,0.07226056945642795,0.0436241610738255,0.16675420168067223,0.16810822798846747,0.2257005253940455,0.1734250543084721,0.1701212958697988,0.19519927536231885,0.18792727272727272,0.186392629340893,0.1882991556091676
"Functional Support and
Administration",Health Care and Social Assistance,0.377579927154998,0.3554788610871441,0.23257614868353124,0.44065126050420167,0.44222665779552006,0.513353765323993,0.5153874004344677,0.48902195608782434,0.5809178743961353,0.6456727272727272,0.606425702811245,0.6574185765983112
"Functional Support and
Administration","Arts, Entertainment, and Recreation",0.0509915014164306,0.055220017256255395,0.036654620547238,0.18146008403361347,0.2517187846529164,0.32990367775831875,0.20021723388848656,0.31736526946107785,0.2936292270531401,0.26530909090909094,0.3968816442239546,0.4086851628468034
"Functional Support and
Administration",Accommodation and Food Services,0.17766086604613518,0.2178602243313201,0.18637067630356222,0.21638655462184875,0.18141494788201373,0.24124343257443082,0.28005068790731347,0.25349301397205587,0.28985507246376807,0.34792727272727275,0.2854949208599102,0.25657418576598306
"Functional Support and
Administration",Other Services (except Public Administration),0.32152974504249293,0.4197584124245039,0.3554465668559629,0.1255252100840336,0.1290751829673985,0.16506129597197905,0.13233164373642287,0.1282051282051282,0.17753623188405798,0.128,0.14150720529175526,0.1535585042219541
"Functional Support and
Administration",Public Administration,0.0896398219344395,0.06988783433994825,0.029943211151264845,0.12841386554621848,0.16278554003104895,0.15280210157618213,0.12002172338884864,0.16889298326424068,0.22267512077294682,0.12581818181818183,0.2208835341365462,0.17949336550060307
"Electrical/Mechanical Equipment
Repairers","Agriculture, Forestry, Fishing and Hunting",0.8466208012950223,0.8880500431406385,0.6747547754259164,0.35399159663865554,0.42027056997116874,0.47810858143607704,0.3117306299782766,0.36526946107784425,0.4429347826086957,0.2711272727272728,0.3561304039688164,0.42255729794933655
"Electrical/Mechanical Equipment
Repairers","Mining, Quarrying, and Oil and Gas Extraction",0.08822339133953865,0.08843830888697152,0.09060402684563759,0.13576680672268904,0.16544688400975827,0.1510507880910683,0.16093410572049238,0.17687701520036853,0.16394927536231885,0.15447272727272732,0.18060477202929365,0.09915560916767191
"Electrical/Mechanical Equipment
Repairers",Utilities,0.3925536220153784,0.5159620362381363,0.5591120289106867,0.5470063025210085,0.6897316478154801,0.8395359019264449,0.5637219406227371,0.6906187624750499,0.8478260869565216,0.5732363636363637,0.7016300496102055,0.8455971049457176
"Electrical/Mechanical Equipment
Repairers",Construction,0.1622824767300688,0.2896893874029336,0.3515745998967476,0.4136029411764707,0.5992459525393656,0.7865586690017513,0.41401158580738595,0.5871334254567786,0.7430555555555555,0.4533818181818182,0.5963855421686748,0.6986731001206272
"Electrical/Mechanical Equipment
Repairers",Wholesale Trade,0.5584783488466208,0.5258843830888698,0.4442436757873,0.1788340336134454,0.21512530494566418,0.2753940455341506,0.21886314265025342,0.24105634884077992,0.27943840579710144,0.24043636363636367,0.25041341837939995,0.2585042219541616
"Electrical/Mechanical Equipment
Repairers",Information,0.9156212059894779,0.8899913718723037,0.7250903458957151,0.2148109243697479,0.21623419827012635,0.2489054290718039,0.26466328747284573,0.2680792261630585,0.27974033816425126,0.2946909090909091,0.2815969761398535,0.2536791314837153
"Electrical/Mechanical Equipment
Repairers",Finance and Insurance,0.7486847430190207,0.8703623813632442,0.5085183273102737,0.3264180672268908,0.3856730982479485,0.48971103327495624,0.3620564808110065,0.4024259173959773,0.48580917874396135,0.41207272727272726,0.42463973541223715,0.48021712907117003
"Electrical/Mechanical Equipment
Repairers",Real Estate and Rental and Leasing,0.7936058276001619,0.9799396031061259,1.0,0.2597163865546218,0.3182523841206476,0.4325744308231174,0.3339971035481535,0.37847382158759396,0.466183574879227,0.4059636363636363,0.44649184975194894,0.5050663449939685
"Electrical/Mechanical Equipment
Repairers","Professional, Scientific, and Technical Services",0.02974504249291785,0.03192407247627265,0.027361899845121322,0.12211134453781514,0.1918385451319583,0.15827495621716292,0.14337436640115853,0.16996775679410409,0.19791666666666663,0.13614545454545457,0.1665485471296953,0.12738238841978283
"Electrical/Mechanical Equipment
Repairers",Management of Companies and Enterprises,0.14852286523674627,0.20081967213114754,0.22896231285493032,0.5131302521008404,0.6983810157462852,0.8264010507880911,0.5477914554670528,0.6920006141563029,0.8312198067632851,0.5480727272727273,0.6952515946137492,0.8323281061519903
"Electrical/Mechanical Equipment
Repairers",Educational Services,0.48057466612707406,0.5293356341673857,0.5265875064532783,0.23266806722689082,0.2869815923708139,0.361646234676007,0.23569876900796516,0.29372025180408406,0.3443538647342995,0.2455272727272727,0.292818332152138,0.319059107358263
"Electrical/Mechanical Equipment
Repairers",Health Care and Social Assistance,0.5683933630109268,0.5944779982743744,0.5562725864739289,0.19432773109243695,0.23819028609447768,0.30275831873905434,0.22031136857349742,0.2690004606172271,0.30842391304347827,0.24058181818181823,0.2853768013229388,0.2726176115802171
"Electrical/Mechanical Equipment
Repairers","Arts, Entertainment, and Recreation",0.19971671388101983,0.2476272648835203,0.2392875580795044,0.2854516806722689,0.3457529385673098,0.4778896672504379,0.3113685734974656,0.32703823122984793,0.4714673913043478,0.3246545454545454,0.365107488778644,0.4739445114595899
"Electrical/Mechanical Equipment
Repairers",Accommodation and Food Services,0.1558073654390935,0.22217428817946505,0.22715539494062986,0.23319327731092443,0.2925260589931248,0.43936077057793343,0.2404055032585083,0.2904959312144941,0.415006038647343,0.22836363636363632,0.28596739900779594,0.44101326899879373
"Electrical/Mechanical Equipment
Repairers",Other Services (except Public Administration),0.1592472683124241,0.14818809318377912,0.12364481156427465,0.1475840336134454,0.17764471057884235,0.24408931698774083,0.1578566256335988,0.2137263933671119,0.2755132850241546,0.17585454545454549,0.21840302386014648,0.24016887816646565
"Electrical/Mechanical Equipment
Repairers",Public Administration,0.632132739781465,0.859792924935289,0.7782653588022717,0.5007878151260504,0.5670880461299622,0.6374781085814362,0.5825488776249095,0.5988023952095807,0.6520229468599034,0.6846545454545454,0.7247814788566029,0.7145958986731
Craftsworkers,"Mining, Quarrying, and Oil and Gas Extraction",0.11594496155402673,0.1264020707506471,0.10015487867836861,0.100577731092437,0.11865158571745393,0.13835376532399302,0.11459087617668351,0.14970059880239522,0.18282004830917875,0.11360000000000003,0.18946373730214977,0.23751507840772007
Craftsworkers,Utilities,0.42047753945770944,0.3824417601380501,0.3172431595250388,0.03623949579831931,0.015746285207363042,0.04246935201401053,0.03982621288921068,0.02564102564102566,0.03955314009661837,0.034618181818181826,0.06260335459485,0.029312424607961407
Craftsworkers,Construction,0.23634156212059895,0.2385677308024159,0.20469798657718122,0.16780462184873957,0.17720115324905739,0.2257005253940455,0.21270818247646628,0.23261169967756795,0.2684178743961353,0.2392727272727273,0.23529411764705882,0.2271411338962605
Craftsworkers,Manufacturing,0.013152569809793605,0.019844693701466784,0.017552916881775942,0.5903361344537815,0.6396096695497894,0.8218038528896673,0.7313540912382331,0.7084292952556426,0.9679951690821257,0.7586909090909091,0.726789510985117,0.8974668275030155
Craftsworkers,Wholesale Trade,0.17037636584378793,0.1458153580672994,0.1104801239029427,0.24789915966386555,0.2894211576846307,0.3920753064798599,0.279869659666908,0.3144480270228773,0.38934178743961356,0.3261090909090909,0.32778171509567683,0.4094089264173703
Craftsworkers,Retail Trade,0.23047349251315258,0.27868852459016397,0.2488384099122354,0.3660714285714286,0.40341539143934346,0.4934325744308231,0.39518464880521353,0.4193152157224013,0.47282608695652173,0.47490909090909095,0.45995747696669026,0.490108564535585
Craftsworkers,Transportation and Warehousing,0.10623229461756374,0.1186367558239862,0.11538461538461539,0.40362394957983194,0.4162785540031049,0.492338003502627,0.4444243301955104,0.40565023798556726,0.4593900966183575,0.5637818181818182,0.4741318214032601,0.45765983112183356
Craftsworkers,Information,0.18696883852691218,0.16501294219154444,0.1179659266907589,0.07773109243697479,0.11044577511643378,0.1615586690017513,0.09214337436640113,0.12068171349608475,0.18478260869565222,0.10763636363636364,0.14068036853295535,0.19264173703256932
Craftsworkers,Finance and Insurance,0.07284500202347229,0.07808455565142364,0.0684047496128033,0.209296218487395,0.23042803282324242,0.2572241681260946,0.254706734250543,0.2895746967603255,0.37001811594202894,0.3330909090909091,0.388731396172927,0.3271411338962605
Craftsworkers,Real Estate and Rental and Leasing,0.2810602994738972,0.277825711820535,0.22379969024264326,0.5409663865546219,0.6092259924595254,0.7964098073555167,0.639572773352643,0.6387225548902196,0.7339975845410628,0.7028363636363637,0.6704464918497519,0.678769601930036
Craftsworkers,"Professional, Scientific, and Technical Services",0.025495750708215296,0.048533218291630716,0.0431078988125968,0.19485294117647056,0.30383677090263916,0.3898861646234676,0.2052860246198407,0.3047750652541072,0.3910024154589372,0.24130909090909092,0.3454996456413891,0.4174909529553679
Craftsworkers,Management of Companies and Enterprises,0.018413597733711047,0.019844693701466784,0.008002065049044917,0.19065126050420167,0.18030605455755155,0.30713660245183894,0.22827661115133957,0.20651005680945794,0.2809480676328502,0.25236363636363635,0.2563193952279707,0.27104945717732204
Craftsworkers,"Administrative and Support and Waste
Management and Remediation Services",0.39660056657223797,0.47325280414150134,0.38487351574599904,0.8266806722689075,0.8354402306498113,0.8712784588441332,0.8510137581462708,0.8438507600184246,0.8792270531400966,0.918690909090909,0.9007795889440113,0.9203860072376355
Craftsworkers,Educational Services,0.021448806151355727,0.02200172562553926,0.027361899845121322,0.3350840336134454,0.4453315591040141,0.6414185639229423,0.46089790007241127,0.4788883770919699,0.5982789855072463,0.7866181818181819,0.5194897236002836,0.555006031363088
Craftsworkers,Health Care and Social Assistance,0.2531363820315662,0.2092320966350302,0.15823438306659784,0.1696428571428572,0.17587048125970284,0.2206654991243433,0.21017378711078927,0.24596959926301237,0.29196859903381644,0.30254545454545456,0.3336876919442476,0.3043425814234017
Craftsworkers,"Arts, Entertainment, and Recreation",0.04067179279643869,0.06988783433994825,0.08002065049044915,0.32405462184873957,0.27145708582834327,0.3345008756567426,0.3846850108616944,0.3236603715645631,0.34193840579710144,0.44770909090909095,0.29836995038979447,0.27563329312424606
Craftsworkers,Accommodation and Food Services,0.047146904087414,0.10181190681622088,0.12364481156427465,0.1785714285714286,0.19383455311599018,0.29728546409807355,0.19985517740767555,0.20313219714417313,0.32684178743961356,0.18472727272727274,0.25962674226317034,0.320627261761158
Craftsworkers,Other Services (except Public Administration),0.007082152974504251,0.0073339085418464185,0.005162622612287043,0.07983193277310924,0.1632290973608339,0.1757880910683013,0.11549601737871107,0.17641639797328418,0.1873490338164251,0.1138909090909091,0.21568627450980388,0.15946924004825086
Craftsworkers,Public Administration,0.056050182112505065,0.05651423641069888,0.04388229220443986,0.04044117647058826,0.013972055888223534,0.03940455341506133,0.044532947139753754,0.02487333026255184,0.03260869565217389,0.054254545454545444,0.05551618237656508,0.018938480096501786
Craftsworkers,Federal Government,0.03642250101173614,0.04270923209663503,0.028910686628807435,0.19747899159663862,0.3357728986471501,0.3601138353765324,0.3017740767559739,0.3572854291417165,0.34269323671497587,0.3614545454545455,0.408929836995039,0.3675512665862484
Service and Supply Handlers,"Mining, Quarrying, and Oil and Gas Extraction",0.026102792391744234,0.03731665228645384,0.03536396489416624,0.5409663865546219,0.6737635839432247,0.8163309982486865,0.533128167994207,0.6511592200214955,0.7993659420289855,0.5866181818181818,0.649657453342783,0.8419782870928829
Service and Supply Handlers,Utilities,0.00424929178470255,0.022648835202761,0.025038719669592154,0.4411764705882353,0.5639831448214682,0.8200525394045534,0.45057929036929756,0.5908183632734529,0.7145229468599034,0.4795636363636363,0.5825655563430192,0.7136308805790108
Service and Supply Handlers,Construction,0.25475515985431,0.24201898188093182,0.19359834796076408,0.20325630252100846,0.2765579951208693,0.3264010507880911,0.2351556842867487,0.30661753416244436,0.3660929951690821,0.2731636363636364,0.34927947082447436,0.4080820265379976
Service and Supply Handlers,Manufacturing,0.34378794010522057,0.39106988783434,0.3864223025296851,0.2891281512605042,0.35750720780660894,0.45709281961471104,0.30865314989138304,0.3735605711653615,0.4752415458937198,0.38981818181818184,0.4287739192062367,0.4899879372738239
Service and Supply Handlers,Wholesale Trade,0.1529745042492918,0.1676013805004314,0.16881775942178628,0.2977941176470589,0.33555111998225773,0.4174693520140106,0.3173425054308472,0.358974358974359,0.4159118357487923,0.3659636363636364,0.4287739192062367,0.5338962605548854
Service and Supply Handlers,Retail Trade,0.4265479562929988,0.32937877480586714,0.25425916365513684,0.08823529411764708,0.08715901530272785,0.12521891418563924,0.10499637943519186,0.12590204206970673,0.16002415458937203,0.12858181818181824,0.15178360500826832,0.1569360675512666
Service and Supply Handlers,Transportation and Warehousing,0.17057871307163092,0.16393442622950818,0.14506969540526587,0.19984243697478998,0.27633621645597695,0.2920315236427321,0.24873280231716144,0.2975587286964532,0.3375603864734299,0.33076363636363637,0.3544767304512166,0.36887816646562116
Service and Supply Handlers,Information,0.22399838122217727,0.23425366695427094,0.19256582343830667,0.5330882352941176,0.5280550011088933,0.6392294220665499,0.6426502534395365,0.611085521265162,0.6595712560386474,0.7332363636363637,0.6387904559414128,0.6435464414957779
Service and Supply Handlers,Finance and Insurance,0.08316471064346419,0.10698878343399482,0.1104801239029427,0.25997899159663873,0.3337768906631182,0.49759194395796846,0.26339608979000717,0.3453093812375249,0.4429347826086957,0.28,0.3543586109142452,0.462605548854041
Service and Supply Handlers,Real Estate and Rental and Leasing,0.03844597329016593,0.03817946505608283,0.02916881775942179,0.1420693277310925,0.19161676646706582,0.2672942206654991,0.20166545981173056,0.2439735912789805,0.3592995169082126,0.19403636363636367,0.2765178360500827,0.3353437876960193
Service and Supply Handlers,"Professional, Scientific, and Technical Services",0.9235127478753541,1.0000000000000002,0.7302529685080021,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,1.0
Service and Supply Handlers,Management of Companies and Enterprises,0.03783893160663699,0.04896462467644521,0.04491481672689727,0.3799894957983193,0.43779108449767123,0.5032837127845885,0.47827661115133957,0.4986949178565944,0.5323067632850241,0.7522909090909091,0.7449799196787148,0.5661037394451145
Service and Supply Handlers,Educational Services,0.10137596114933226,0.17644521138912855,0.20289106866288076,0.27363445378151263,0.31115546684408957,0.4144045534150613,0.3606082548877625,0.3419315215722401,0.371225845410628,0.4363636363636364,0.35861091424521613,0.2920386007237636
Service and Supply Handlers,Health Care and Social Assistance,0.0953055443140429,0.18528904227782572,0.21218378936499743,0.15861344537815125,0.17697937458416502,0.3185201401050788,0.1705286024619841,0.21986795639490248,0.331219806763285,0.1744,0.2363571934798016,0.31435464414957776
Service and Supply Handlers,"Arts, Entertainment, and Recreation",0.03318494536624848,0.03645383951682485,0.023748064016520395,0.09926470588235298,0.13972055888223556,0.16330998248686512,0.10481535119478635,0.18716413327191767,0.2281099033816425,0.15607272727272725,0.21663123080557528,0.33353437876960196
Service and Supply Handlers,Accommodation and Food Services,0.14204775394577093,0.12381363244176014,0.08699019101703667,0.04385504201680673,0.024395653138168105,0.045971978984238215,0.04073135409123824,0.028097650852141887,0.05917874396135264,0.041309090909090906,0.044531065438223494,0.02605548854041012
Service and Supply Handlers,Other Services (except Public Administration),0.06333468231485229,0.08175150992234687,0.06117707795560145,0.2048319327731093,0.22155688622754488,0.23883537653239928,0.25724112961622014,0.27161062490403803,0.29785628019323673,0.30676363636363635,0.3287266713914481,0.33775633293124246
Service and Supply Handlers,Public Administration,0.2274382840955079,0.3794219154443486,0.3678368611254518,0.3434873949579832,0.42648037258815696,0.5177320490367776,0.30792903692976104,0.3777061262091202,0.4618055555555556,0.2709818181818182,0.3626269785022443,0.4284680337756333
All occupations,"Agriculture, Forestry, Fishing and Hunting",0.05422905706191826,0.06406384814495256,0.046205472379969026,0.42673319327731096,0.4484364604125083,0.5853765323992995,0.4333816075307747,0.46199907876554575,0.5789553140096618,0.4833454545454545,0.4640916607606898,0.48805790108564534
All occupations,"Mining, Quarrying, and Oil and Gas Extraction",0.018615944961554026,0.016177739430543573,0.00980898296334538,0.32247899159663873,0.43224661787536034,0.43717162872154114,0.36857349746560464,0.5390756947643174,0.4630132850241546,0.4408727272727273,0.5289392865579967,0.572496984318456
All occupations,Utilities,0.04856333468231486,0.03968938740293357,0.017811048012390297,0.1137079831932773,0.1264138389886893,0.18607705779334505,0.140296886314265,0.1406417933364041,0.2309782608695652,0.1838545454545455,0.20351996220174812,0.2072376357056695
All occupations,Finance and Insurance,0.12302711452853096,0.2113891285591027,0.10273618998451214,0.5341386554621849,0.5673098247948547,0.6854203152364274,0.448950036205648,0.4758175955780746,0.5751811594202898,0.43970909090909094,0.43538861327663597,0.5193003618817853
All occupations,Real Estate and Rental and Leasing,0.025091056252529345,0.02847282139775669,0.017552916881775942,0.22715336134453779,0.297183410955866,0.4240367775831875,0.27045619116582187,0.30999539382772917,0.4441425120772947,0.31127272727272726,0.3825891802504134,0.47237635705669484
All occupations,Management of Companies and Enterprises,0.016390125455281263,0.02006039689387403,0.016778523489932886,0.32405462184873957,0.3763583943224661,0.35639229422066554,0.3216871832005792,0.30554276063258096,0.42617753623188404,0.4440727272727273,0.3822348216394991,0.44270205066344986
All occupations,"Arts, Entertainment, and Recreation",0.004856333468231484,0.011647972389991372,0.012132163138874549,0.19327731092436973,0.2415169660678642,0.3734676007005254,0.16908037653873997,0.2353754030400737,0.3819444444444444,0.21425454545454548,0.2537207654145996,0.425211097708082
All occupations,Other Services (except Public Administration),0.0,0.0,0.0,0.40441176470588236,0.2231093368817919,0.6503940455341507,0.38703837798696594,0.39582373714110236,0.5769927536231884,0.49163636363636365,0.35187810063784547,0.5984318455971049
Health Care Specialists,All NAICS sectors,0.035613112100364226,0.06233822260569457,0.06969540526587506,0.366859243697479,0.43402084719449985,0.5050350262697023,0.3269370021723389,0.36311991401811755,0.44233091787439616,0.30152727272727275,0.3436097330498465,0.37949336550060314
Other Allied Professions,All NAICS sectors,0.08316471064346419,0.17105263157894737,0.21244192049561178,0.5304621848739496,0.6289642936349523,0.7438704028021016,0.4330195510499637,0.5541225241824044,0.7090881642512078,0.47243636363636365,0.5331915898889676,0.6255729794933653
"Infantry, Gun Crews, and
Seamanship Specialists","Agriculture, Forestry, Fishing and Hunting",0.031970861999190615,0.043356341673856776,0.033815178110480126,0.13471638655462181,0.12752273231315148,0.10004378283712789,0.1303403330919623,0.14125594963918314,0.1592693236714976,0.15214545454545458,0.16891093786912353,0.11640530759951745
"Infantry, Gun Crews, and
Seamanship Specialists","Mining, Quarrying, and Oil and Gas Extraction",0.13010926750303523,0.12553925798101812,0.11280330407847186,0.03886554621848742,0.0064315812818806495,0.015323992994746072,0.04525706010137581,0.006295102103485328,0.003019323671497598,0.051927272727272766,0.0517363571934798,0.0
"Infantry, Gun Crews, and
Seamanship Specialists",Utilities,0.29077296641036016,0.2581967213114754,0.19540526587506454,0.2757352941176471,0.29651807496118876,0.2992556917688266,0.29525706010137576,0.32381391064025794,0.3088768115942029,0.3188363636363636,0.32045830380344914,0.2895054282267792
"Infantry, Gun Crews, and
Seamanship Specialists",Wholesale Trade,0.0022258195062727637,0.004961173425366696,0.0054207537429013936,0.4779411764705883,0.5198491905078731,0.7119089316987742,0.44134685010861685,0.6164593889144787,0.6692330917874395,0.3790545454545454,0.5910701630049611,0.6790108564535584
"Infantry, Gun Crews, and
Seamanship Specialists",Transportation and Warehousing,0.14973694860380413,0.1486194995685936,0.14713474445018068,0.27521008403361347,0.29474384564204925,0.3345008756567426,0.27968863142650247,0.3235068324888684,0.3309178743961353,0.2782545454545454,0.31419796834396413,0.3034981905910736
"Infantry, Gun Crews, and
Seamanship Specialists",Information,0.0528126264670174,0.05888697152717861,0.05059370160041301,0.22557773109243695,0.3118208028387669,0.3920753064798599,0.2677407675597393,0.30293259634577,0.43568840579710144,0.31650909090909096,0.292818332152138,0.4246079613992762
"Infantry, Gun Crews, and
Seamanship Specialists",Finance and Insurance,0.13537029542695264,0.114106988783434,0.08853897780072278,0.06775210084033617,0.08383233532934131,0.09303852889667252,0.07711803041274434,0.11100875172731461,0.11775362318840582,0.09541818181818185,0.1289865343727853,0.10036188178528344
"Infantry, Gun Crews, and
Seamanship Specialists",Real Estate and Rental and Leasing,0.0584783488466208,0.06600517687661778,0.05937016004130099,0.1922268907563025,0.27367487247726763,0.2510945709281962,0.21976828385228087,0.30339321357285426,0.2946859903381642,0.25338181818181815,0.2989605480746515,0.28986731001206273
"Infantry, Gun Crews, and
Seamanship Specialists","Professional, Scientific, and Technical Services",0.0141643059490085,0.024805867126833477,0.02194114610221993,0.3174894957983193,0.36305167442891995,0.4796409807355517,0.31444605358435906,0.32918777828957463,0.5170591787439613,0.3533090909090909,0.3641625324828726,0.497708082026538
"Infantry, Gun Crews, and
Seamanship Specialists",Management of Companies and Enterprises,0.018615944961554026,0.02178602243313201,0.018327310273619002,0.16176470588235292,0.2840984697272122,0.4253502626970228,0.2145184648805213,0.3159834177798249,0.4030797101449275,0.2702545454545454,0.2980155917788802,0.39131483715319665
"Infantry, Gun Crews, and
Seamanship Specialists",Educational Services,0.08437879401052206,0.09728213977566869,0.08802271553949406,0.5257352941176471,0.45686404967842087,0.5013134851138354,0.560825488776249,0.5363119914018117,0.5855978260869565,0.5611636363636363,0.6334750767776991,0.6424607961399276
"Infantry, Gun Crews, and
Seamanship Specialists",Health Care and Social Assistance,0.0006070416835289357,0.008196721311475409,0.007743933918430562,0.2455357142857143,0.3082723442004879,0.4700087565674256,0.3091962346125995,0.34669123291877785,0.4159118357487923,0.29032727272727277,0.3797543113630995,0.39601930036188177
"Infantry, Gun Crews, and
Seamanship Specialists","Arts, Entertainment, and Recreation",0.22157021448806152,0.15703192407247626,0.11254517294785751,0.1788340336134454,0.1567975160789532,0.14338879159369533,0.22900072411296157,0.2233993551358821,0.21950483091787443,0.28261818181818177,0.27663595558705406,0.21338962605548856
"Infantry, Gun Crews, and
Seamanship Specialists",Accommodation and Food Services,0.03702954269526508,0.06686798964624677,0.07072792978833248,0.27074579831932777,0.2785540031049013,0.3423817863397548,0.3050325850832729,0.3353293413173652,0.34797705314009664,0.3560727272727273,0.3110087408457359,0.2620024125452352
"Infantry, Gun Crews, and
Seamanship Specialists",Other Services (except Public Administration),0.32152974504249293,0.4195427092320967,0.42901393908105323,0.23529411764705888,0.2936349523175871,0.399737302977233,0.254344677769732,0.32934131736526945,0.4214975845410628,0.2946909090909091,0.3608551854476731,0.3864897466827503
Electronic Equipment Repairers,"Mining, Quarrying, and Oil and Gas Extraction",0.09368676649129908,0.1421484037963762,0.14429530201342283,0.35057773109243695,0.4069638500776225,0.46694395796847643,0.3014120202751629,0.35452172577921076,0.3991545893719807,0.2637090909090909,0.356012284431845,0.40699638118214715
Electronic Equipment Repairers,Construction,0.0339943342776204,0.042493528904227786,0.04543107898812597,0.5186449579831933,0.6203149257041473,0.8445709281961472,0.5173787110789283,0.6244434208506064,0.8390700483091788,0.5448727272727273,0.6218993621545004,0.784077201447527
Electronic Equipment Repairers,Manufacturing,0.015985430999595304,0.030629853321829166,0.03484770263293754,0.514968487394958,0.5834996673320026,0.6946147110332751,0.41147719044170883,0.5103638876093965,0.6114130434782609,0.38559999999999994,0.5113394755492557,0.5767189384800964
Electronic Equipment Repairers,Wholesale Trade,0.2207608255766896,0.2236842105263158,0.16778523489932887,0.1961659663865546,0.2435129740518962,0.298598949211909,0.2063721940622737,0.25963457699984643,0.2942330917874396,0.2253090909090909,0.27510040160642574,0.2808202653799759
Electronic Equipment Repairers,Retail Trade,0.3814245244840146,0.39861949956859366,0.3856479091378421,0.24474789915966388,0.28276779773785754,0.35201401050788095,0.2418537291817523,0.2800552740672501,0.3380132850241546,0.2465454545454545,0.2827781715095677,0.2971049457177322
Electronic Equipment Repairers,Transportation and Warehousing,0.1782679077296641,0.18938740293356343,0.1644295302013423,0.26628151260504207,0.26879574184963406,0.31436077057793343,0.25868935553946415,0.2550284047290035,0.3242753623188406,0.2612363636363636,0.25218521143397116,0.27961399276236426
Electronic Equipment Repairers,Information,0.433832456495346,0.3822260569456428,0.2829117191533299,0.09453781512605042,0.09891328454202702,0.12018388791593693,0.10282404055032585,0.1332719177030554,0.1494565217391305,0.12290909090909091,0.14894873612095444,0.12750301568154404
Electronic Equipment Repairers,Finance and Insurance,0.33083771752326996,0.297886108714409,0.27258647392875585,0.24185924369747902,0.2738966511421601,0.28064798598949214,0.2691889934829833,0.2875786887762935,0.3031400966183575,0.30007272727272727,0.29033782187573826,0.26441495778045837
Electronic Equipment Repairers,Real Estate and Rental and Leasing,0.060704168352893564,0.08239861949956859,0.06608156943727414,0.22662815126050417,0.33444222665779544,0.43717162872154114,0.28276611151339603,0.3170581913096883,0.4189311594202898,0.2996363636363636,0.3477439168438459,0.417611580217129
Electronic Equipment Repairers,"Professional, Scientific, and Technical Services",0.07466612707405909,0.09879206212251943,0.08724832214765102,0.2003676470588236,0.2730095364825903,0.35595446584938706,0.22175959449674143,0.2757561799477967,0.34797705314009664,0.23549090909090908,0.24675171273328605,0.3349819059107358
Electronic Equipment Repairers,Management of Companies and Enterprises,0.053014973694860384,0.055867126833477145,0.0425916365513681,0.15336134453781514,0.1707695719671768,0.2355516637478109,0.16636495293265746,0.17349915553508372,0.20093599033816423,0.1789090909090909,0.2045830380344909,0.1882991556091676
Electronic Equipment Repairers,"Administrative and Support and Waste
Management and Remediation Services",0.18615944961554026,0.26315789473684215,0.2323180175529169,0.4112394957983193,0.45131958305611,0.5087565674255692,0.4800868935553946,0.4930139720558882,0.5848429951690821,0.5632,0.5985116938341601,0.664897466827503
Electronic Equipment Repairers,Educational Services,0.022460542290570623,0.03817946505608283,0.03871966959215282,0.16754201680672276,0.27278775781769793,0.33056042031523647,0.20691527878349014,0.3193612774451097,0.2961956521739131,0.22065454545454544,0.3758563666430427,0.3897466827503015
Electronic Equipment Repairers,Health Care and Social Assistance,0.6833265884257386,0.5166091458153581,0.3851316468766134,0.16649159663865543,0.16345087602572628,0.15126970227670755,0.2056480811006517,0.220175034546292,0.20727657004830913,0.24814545454545456,0.2787621072525395,0.2540410132689988
Electronic Equipment Repairers,"Arts, Entertainment, and Recreation",0.10117361392148928,0.16458153580672993,0.18585441404233352,0.23004201680672276,0.17964071856287422,0.2471541155866901,0.27353367125271544,0.25026869338246577,0.291213768115942,0.3281454545454545,0.2845499645641389,0.25983112183353435
